1:[152.5233  147.79443 358.425  ],[208.68835  86.09162 241.5987 ],[230.05742  119.737595 224.13472 ],[224.72983 131.18463 245.14032],[216.28513 127.93371 262.42294],[177.1322   94.03918 203.7454 ],[191.74278  78.19069 165.94281],[202.77997  71.22298 145.19951],[213.8639   68.20048 129.43303],[143.59935  111.288376 196.69434 ],[145.02635  96.3197  155.8583 ],[148.80836  91.56779 132.11449],[153.56352   89.64441  113.292694],[108.77029 143.14755 192.51152],[103.76383 147.22719 160.14061],[101.227036 150.18852  143.0805  ],[ 99.45105 152.80318 130.98666],[203.21558 180.4796  324.77502],[230.05115 188.91385 306.5674 ],[237.23103 194.84799 274.37015],[215.9684  192.66362 255.4921 ]
1815:[148.31601 197.11195 346.276  ],[171.54295  88.61354 271.21606],[177.56265  67.65614 233.55667],[181.3062   54.624   213.14093],[184.49266   43.653305 197.3276  ],[123.851425  72.813705 264.64288 ],[121.30227   38.081932 238.5491  ],[119.45276   20.147919 221.94778 ],[117.53832     7.9226027 206.86642  ],[ 86.17844   83.352165 274.28043 ],[ 73.22409  56.80505 242.32553],[ 65.3907   43.59081 223.22906],[ 58.740448  32.85643  208.35902 ],[ 45.041607 109.11272  277.0228  ],[ 45.21632 122.47929 246.84186],[ 54.08481 135.03401 255.20732],[ 56.6989 134.6607 267.4253],[133.61084 204.13394 271.75812],[129.64955 200.4121  238.69366],[101.37186 182.46896 240.0516 ],[ 78.09807 167.95761 247.8621 ]
1816:[102.0124   121.730446 401.591   ],[158.38339   13.943321 436.35913 ],[150.8743     -2.1836548 396.645    ],[142.31462   15.544167 382.04672 ],[143.2411    29.638268 395.5029  ],[126.38879   -6.686104 458.59787 ],[116.19515  -18.133472 417.8704  ],[113.833725    3.1172848 405.89197  ],[118.096634  15.530693 420.32477 ],[ 93.96034    -0.8437195 467.58823  ],[ 82.9465    -12.0868225 427.0177   ],[ 76.38253     1.7958889 407.91696  ],[ 76.0702    21.245693 409.39294 ],[ 51.42138    5.212509 461.1972  ],[ 47.045425   -3.2216043 429.58548  ],[ 45.125736  11.562609 420.42065 ],[ 45.819164  22.144592 427.03824 ],[151.16046  89.66523 386.64502],[178.81564  70.74455 386.6531 ],[189.75607   40.989708 397.53357 ],[206.56421   18.598425 402.95294 ]
1817:[156.09134 149.92044 359.566  ],[214.4488  123.21979 226.49518],[218.23438 137.24265 185.47435],[220.7301  146.54811 162.93921],[222.97379 155.10349 145.55121],[180.55772 101.02476 202.83113],[170.80829 133.63332 175.71454],[161.9807  144.14606 196.01747],[161.8948  137.48344 214.3525 ],[144.33041  89.90164 208.37871],[140.22765  85.17337 165.31491],[136.56015   84.817986 141.08525 ],[131.90396  89.06542 122.62312],[ 98.47977  89.69574 217.29648],[ 89.06876   80.294235 187.08673 ],[ 83.510086  75.86505  171.09499 ],[ 79.16003   72.850136 159.77072 ],[170.0232  145.88855 290.6714 ],[181.88902 141.18695 259.68915],[175.42065 127.60965 229.73509],[175.53085 116.83872 203.33003]
1818:[160.15964 179.48918 346.551  ],[138.16103   71.892365 266.41098 ],[139.7581    36.799244 240.72826 ],[142.02571   16.974924 226.49774 ],[145.4025      1.4509287 215.17635  ],[114.748985  96.893845 219.74738 ],[107.8897   64.2086  191.84926],[104.13069   44.980858 177.12456 ],[101.12056   29.164604 166.10838 ],[102.28592 135.19685 203.62732],[ 86.23717 115.60318 168.24081],[ 79.19978  103.955826 147.8578  ],[ 73.51132  93.88646 132.1473 ],[100.3609  184.99648 187.59926],[ 87.52933 180.57323 157.5099 ],[ 80.74396 177.91576 141.59924],[ 75.76956 175.81302 130.32602],[173.5937  150.92798 286.2424 ],[176.87291 129.20837 260.9381 ],[160.99997 141.26242 233.99042],[146.02008 164.2609  226.24927]
1819:[101.35212 144.0662  383.106  ],[117.980515 102.10234  245.09848 ],[138.6865  128.84473 217.71625],[143.3629  139.01295 239.51973],[138.31435 133.88937 257.65344],[ 82.25881  121.090904 216.43517 ],[ 86.9689  131.14853 174.35977],[ 90.29444 138.13377 151.10466],[ 93.38301 144.5972  132.95926],[ 54.2287  141.85822 218.46243],[ 63.949795 166.64307  184.04018 ],[ 76.43516 177.94981 201.84259],[ 77.41173 173.56842 220.82733],[ 29.268154 173.51845  224.7607  ],[ 20.459164 180.15903  193.6498  ],[ 15.436823 184.2701   177.3978  ],[ 11.757778 187.70511  165.9559  ],[136.25372 171.38046 331.41177],[153.70395 178.23798 303.6401 ],[138.8523  186.20407 274.66776],[122.09914 192.97038 252.60419]
1820:[122.6244   120.149124 424.052   ],[144.47412   16.841156 345.84314 ],[145.28477  22.38211 302.68854],[139.75082  46.00336 306.16205],[137.23247   53.252487 324.09747 ],[104.81786     4.6776657 329.91034  ],[103.174034   12.3217745 287.1021   ],[101.149536  34.238117 297.88306 ],[100.8892    40.348064 316.40796 ],[ 73.151024  14.880165 332.36197 ],[ 67.29924  12.69952 289.29596],[ 67.18217   25.887512 268.63885 ],[ 71.97375   43.223186 276.1944  ],[ 38.691048  36.382034 328.00217 ],[ 39.92244  41.71853 295.45084],[ 52.168205  52.618332 301.57358 ],[ 56.2078   55.00888 313.15884],[164.5711  105.07048 378.6914 ],[187.59148  90.62072 359.09375],[210.42409  75.55054 339.7291 ],[235.3599   67.45259 328.50943]
1821:[126.51935 174.71884 351.596  ],[221.62286  95.44237 303.96286],[249.70303  78.02673 275.6454 ],[266.07397  67.87918 260.49042],[279.42203   59.619804 248.90666 ],[196.46329   53.049736 302.3774  ],[205.79227   43.582825 260.94037 ],[189.8384    57.913292 249.07593 ],[179.58295   67.654526 262.51114 ],[160.08466   38.997604 310.44873 ],[158.34026   33.282112 267.34454 ],[143.65164   51.891296 261.13196 ],[139.23927   61.231274 277.68088 ],[112.16861   32.925217 308.32007 ],[107.52603   24.043167 276.86948 ],[104.82399   19.174086 260.27902 ],[102.727486  15.431155 248.53821 ],[129.98547 158.67282 281.35822],[139.75217 146.70692 251.62221],[136.5293   116.000595 238.57758 ],[124.96471  90.97439 245.87152]
1822:[118.02681 160.08539 348.522  ],[189.829    56.40554 306.33295],[189.95854  47.0676  263.8304 ],[175.39098  64.92474 255.49005],[169.51654  76.40197 270.13025],[156.5899    20.872505 310.95532 ],[165.68286  -15.159504 288.31262 ],[164.31525 -26.18237 266.4659 ],[162.66905 -35.18001 249.23503],[119.69541   16.194183 322.281   ],[110.385765    2.6159716 281.99896  ],[102.49011   23.237495 271.36578 ],[103.93035  37.50891 284.58786],[ 72.515686  20.163742 323.14474 ],[ 70.4989   -11.598158 314.387   ],[ 69.20957  -27.998777 308.41962 ],[ 67.175156 -32.386497 296.8931  ],[120.429634 143.46524  278.22586 ],[128.75395 129.80981 248.78036],[118.44331  99.11868 240.1101 ],[106.4089   73.29317 238.89856]
1823:[128.80496 144.38857 366.886  ],[141.4703   94.24594 229.20169],[136.32904  64.52313 197.83607],[132.95985   46.893253 181.14809 ],[129.99406  32.26028 168.59216],[124.43523  51.40236 236.3649 ],[ 90.19318   55.170963 209.7762  ],[ 82.549065  72.22395  225.63231 ],[ 90.32326  78.33167 242.44981],[109.5699    29.720825 267.2983  ],[ 76.24298   32.503113 239.45491 ],[ 68.85778   48.597385 256.39853 ],[ 77.49604   53.457344 273.20126 ],[ 83.50482   13.799171 308.26224 ],[ 67.79169    -4.1563587 285.45258  ],[ 58.84501  -13.485124 273.65497 ],[ 51.9569   -19.817503 265.36603 ],[135.92032 164.57831 299.49875],[142.84477 171.64609 267.48468],[150.54967 179.09918 235.72757],[159.08716 190.83621 211.17953]
1824:[128.57928 159.46722 367.076  ],[154.67963  58.33938 280.83676],[158.37238  26.11584 251.82492],[160.22577     7.5178757 235.9714   ],[161.62378    -7.6756525 223.8152   ],[119.70979   28.030807 295.67288 ],[ 97.23147   26.695442 258.43552 ],[ 89.77008  46.334   245.8138 ],[ 93.12243  65.29005 248.97624],[ 90.00756  26.60868 323.58737],[ 68.23473   31.060894 286.17346 ],[ 60.908176  53.128433 278.42758 ],[ 66.71359  67.36754 290.4324 ],[ 51.38116  36.749   348.5713 ],[ 49.011356    7.4411163 333.57074  ],[ 46.29794    -5.8090763 322.4657   ],[ 43.819664 -14.371895 313.70282 ],[109.74896 152.75186 295.41782],[105.13327 144.12782 263.36905],[ 85.65575 118.31559 272.1885 ],[ 80.22145 112.90669 299.65604]
1825:[163.65784 186.06071 343.715  ],[187.28499  66.71345 287.60696],[198.00941  38.76026 256.02713],[204.39334   22.201792 239.124   ],[209.73308    8.788266 226.00395 ],[140.51218   54.614334 273.26318 ],[140.94208   20.197617 246.63643 ],[141.22672      0.30666733 232.32132   ],[141.47644   -15.8700905 221.4208   ],[102.766174  69.72748  273.884   ],[ 89.87417   34.214764 252.2895  ],[ 83.15405  17.08038 236.10599],[ 77.90349     4.2527075 222.37816  ],[ 63.248985 100.17413  265.94363 ],[ 49.400322  74.81604  249.98225 ],[ 43.630592  63.941833 237.54384 ],[ 39.933697  56.857037 227.93185 ],[166.70235 160.15591 280.18863],[171.51512 139.14291 254.53531],[139.76091 129.11398 250.72496],[113.94133 133.79385 261.8919 ]
1826:[153.68672 145.96979 385.115  ],[170.44606   26.361763 336.13358 ],[195.83781  34.35354 301.70874],[192.36273  57.91384 307.49573],[187.02278  74.83287 315.60757],[139.14133   28.254562 290.33838 ],[159.26979    9.792149 256.46118 ],[169.77606   30.276016 248.05388 ],[164.7665    45.857685 258.66928 ],[114.53186   51.628994 270.0459  ],[132.2948    44.709244 230.92719 ],[144.04874  65.95764 234.24437],[141.27249  76.2801  250.56339],[ 94.374275  86.34575  245.46597 ],[ 82.565346  70.63967  218.9433  ],[ 76.2923    61.904907 205.13731 ],[ 72.10629  55.47428 195.26938],[196.64351 105.78769 363.81442],[215.97647  79.13834 357.58142],[231.12192   51.948753 345.14078 ],[242.94807   28.778008 333.457   ]
1827:[115.78815 130.48843 382.695  ],[152.95195    8.460999 390.5584  ],[153.45091   4.53995 347.22186],[154.4223    29.008303 346.21722 ],[154.47626  37.44101 363.80862],[111.48094  -13.273781 380.90454 ],[110.32488  -18.698158 337.74298 ],[108.374176    5.3369923 333.3658   ],[108.2044    16.141293 349.60803 ],[ 74.75603    -4.2747345 372.64975  ],[ 71.80417  -10.532135 329.68686 ],[ 72.72151   11.571142 319.13904 ],[ 74.59228  25.71437 332.4447 ],[ 33.62088   14.397858 349.12448 ],[ 36.169334  10.246114 316.47708 ],[ 42.278725  26.626038 317.2681  ],[ 43.238632  32.83324  328.07553 ],[146.91733 113.63976 323.39862],[167.05518  98.36894 301.39703],[184.85034  79.91952 279.8012 ],[205.18909  68.80984 263.18304]
1828:[152.917   172.52063 363.187  ],[163.17854 186.62555 211.17334],[167.1568  195.7598  168.81276],[169.66971 202.23395 145.30907],[171.82326 208.57816 126.98738],[125.76936 163.60458 197.11751],[117.88046 163.54672 154.32217],[112.323555 163.58675  130.45227 ],[106.72256 164.18118 111.77484],[ 96.15981 143.84523 213.09894],[ 79.55914 138.86111 173.18332],[ 68.04247 137.1304  151.6189 ],[ 57.451115 136.40852  135.25208 ],[ 59.04288 130.74219 239.33273],[ 48.520847 158.97858  225.85768 ],[ 48.47533 162.82974 242.92868],[ 51.224854 156.79922  253.52701 ],[124.33773 207.68597 305.27405],[115.3374  222.45891 276.5764 ],[ 96.01844 225.07787 249.312  ],[ 83.80043 200.25482 256.22498]
1829:[154.11049 140.67203 362.704  ],[197.30232 128.09421 219.11078],[211.92691 139.52837 179.75267],[221.3464  147.35829 158.5249 ],[229.6186  154.95082 142.57199],[158.0365   127.165504 193.12357 ],[170.39268 130.41875 151.52524],[178.85542 132.9413  128.66322],[186.66853  136.38507  111.122795],[120.99403 128.90201 198.24605],[113.73086  127.991844 155.3497  ],[108.765564 127.36953  131.35779 ],[104.11404  126.786674 112.421196],[ 79.39953 141.749   210.13287],[ 70.66054 141.5371  178.30255],[ 65.496666 141.67189  161.58224 ],[ 61.438732 141.89066  149.7612  ],[176.78485 173.34317 304.27594],[190.69638 184.306   275.83148],[174.40842 185.76286 246.57387],[147.38937 177.12675 243.63423]
1830:[136.38799 150.76344 345.965  ],[195.62079  32.24418 341.19714],[208.62067   -5.064228 322.9553  ],[215.5794   -25.773527 311.8488  ],[220.96985  -42.187843 302.78876 ],[158.61935     3.9173203 352.47284  ],[151.27164    -1.4043393 309.91263  ],[140.96255   20.818811 309.2     ],[140.54346  30.7126  326.008  ],[121.66576     6.7337036 361.4139   ],[113.026535    0.5293398 319.21735  ],[104.48952   23.443668 317.5723  ],[105.927734  32.532333 334.774   ],[ 75.9086    16.004501 356.78424 ],[ 78.99179   -8.206564 334.56033 ],[ 80.1376   -19.643406 321.3642  ],[ 80.692375 -27.101788 311.3484  ],[188.6946  123.79014 322.2439 ],[216.69919 106.35459 316.36633],[244.21162  88.04588 310.77304],[270.77045   79.483864 304.89313 ]
1831:[154.6974 142.7769 388.402 ],[164.57062 131.39688 237.11157],[170.05127 132.75124 193.9629 ],[173.73775 134.37468 169.78796],[177.16801 136.18886 150.66957],[123.824646 131.66824  221.90881 ],[107.315704 134.14877  181.72198 ],[ 96.68073 137.8074  159.94666],[ 87.30155 142.19675 143.41379],[ 92.09061 134.00255 235.69098],[ 83.85695 162.19313 203.57903],[ 91.5613  175.71541 222.51164],[ 96.59887 169.90344 240.4397 ],[ 57.70892 146.59969 257.18127],[ 60.969627 174.2328   239.42282 ],[ 69.42693 179.59708 253.7738 ],[ 72.73818 176.1168  265.31396],[189.06601 150.08186 330.7769 ],[205.72556 149.92734 301.70392],[218.98938 149.6787  270.92346],[234.57915 149.50291 247.04501]
1832:[169.95422 174.33308 304.846  ],[238.84624  63.81228 249.8394 ],[247.52495  74.21886 208.4865 ],[238.73956  94.77543 198.44171],[226.99466 105.87886 209.36609],[197.96265   33.755737 238.11021 ],[201.16635   43.978775 195.93314 ],[196.5748   67.71849 199.93271],[193.4341   73.03578 218.43767],[154.90161   33.831215 239.99301 ],[158.23793  27.13719 197.12416],[154.08199  50.98458 193.29228],[151.22438   61.928528 209.18678 ],[104.142395  48.007652 233.92497 ],[ 98.44576   20.039764 217.34396 ],[ 95.59625    5.531312 207.98248 ],[ 94.15868    -3.2878437 199.24135  ],[182.91383 179.80096 229.6789 ],[195.61118 175.52496 198.96579],[178.6965  149.8858  185.55104],[158.71594 129.53853 185.41733]
1833:[154.18387 146.94167 360.251  ],[195.20154 129.74686 216.93939],[214.46664 135.67294 178.37236],[226.83968 140.54773 157.78601],[237.73608 145.38382 142.34415],[155.86061 135.80414 190.61282],[168.46498 139.53192 149.12894],[177.17007 142.77635 126.44969],[185.31961 146.71432 109.16825],[119.28197 143.52884 195.56807],[112.372986 147.2048   152.76115 ],[107.966965 151.09459  128.9681  ],[104.04095 155.50255 110.37435],[ 80.18889 162.80342 207.31424],[ 73.8751  162.44815 174.91681],[ 70.54136 163.23285 157.75514],[ 68.50568 165.11436 145.56631],[184.45647 163.39209 299.7236 ],[201.02502 166.62383 270.77814],[182.47882 169.67786 243.02675],[154.66713 168.5789  249.23593]
1834:[114.36869 150.58081 371.473  ],[166.57552   52.122463 298.76355 ],[170.08633   18.140106 271.8089  ],[170.78044      0.94638824 254.3576    ],[170.16818  -10.919579 238.88521 ],[130.17024   22.002983 296.36615 ],[117.33154   30.843037 255.73734 ],[116.815704  54.30114  262.8158  ],[121.587524  59.15476  281.0981  ],[ 94.71822   19.766632 308.10587 ],[ 81.156265  19.611427 266.757   ],[ 78.90471  43.96924 268.26718],[ 83.4716    53.315136 284.77078 ],[ 50.45782   28.508316 312.52444 ],[ 50.975197   9.799692 285.3343  ],[ 50.871826    0.5360565 270.48752  ],[ 50.591743   -5.8110523 259.7224   ],[162.63632 140.22975 332.15427],[189.9167  129.59796 315.85864],[217.4636 118.7787 300.1252],[244.1516  117.71526 290.13162]
1835:[160.47505 150.60464 401.038  ],[187.71788   53.230175 313.49063 ],[183.9055   66.80733 272.3226 ],[175.4957   85.46808 285.8024 ],[174.49394   85.850555 305.28113 ],[147.63925   33.734375 309.27133 ],[146.40868  28.26657 266.1173 ],[140.53464   48.455406 253.52527 ],[137.59396   63.586655 265.4822  ],[113.333115  38.534737 322.53317 ],[105.505615  30.732304 280.4436  ],[103.36274  51.68907 267.9186 ],[105.9062    67.598274 278.91858 ],[ 73.52433   56.270916 330.49997 ],[ 70.83765   29.711498 311.08444 ],[ 69.405045  15.98706  300.32156 ],[ 68.3728      6.3013287 292.4875   ],[170.95688 147.29518 328.3792 ],[179.59363 139.87709 296.86444],[188.73015 131.30048 265.77756],[199.19658 124.71701 240.08   ]
1836:[152.17804 179.58904 355.4    ],[187.63686  96.59335 250.73799],[193.74388   67.448746 219.00513 ],[194.13551  52.50398 199.58469],[193.15456  40.80949 184.00111],[158.0331   56.30513 267.9449 ],[149.61594   27.350525 236.56876 ],[143.3037    11.366066 219.09575 ],[137.03381    -0.9743805 205.34901  ],[130.09137   45.333725 302.45633 ],[106.95788  35.19364 267.02048],[ 97.42137   57.343628 262.65167 ],[103.49525   70.922424 275.2729  ],[ 92.27687   46.124832 338.92557 ],[ 73.949326  23.443535 323.45804 ],[ 63.56896    13.8786335 313.11334  ],[ 56.00755     7.1770387 305.75363  ],[131.57141 173.55658 286.0351 ],[126.94586 166.54254 253.59732],[111.71751 136.72554 255.16946],[107.0759   126.040504 281.199   ]
1837:[165.62172 161.26453 356.974  ],[194.24756  71.58827 253.42468],[200.10243   51.475456 215.28188 ],[202.27263   43.128105 192.3414  ],[204.1468   35.82435 174.34937],[151.50858   48.743607 251.1246  ],[155.37483   17.040936 221.56665 ],[157.40343    -1.1855984 205.30838  ],[158.92603  -15.996694 192.70346 ],[115.199     50.036842 268.8567  ],[108.905235  16.315655 242.08078 ],[105.238106   -3.2890205 227.83781  ],[101.64874 -17.9799  215.51443],[ 72.60101  65.30315 284.9452 ],[ 63.49913   40.699924 264.9097  ],[ 58.569702  27.390125 254.67241 ],[ 54.989925  17.739536 247.57996 ],[195.99266 172.83374 292.51904],[213.98267 172.35083 264.25372],[233.57724 171.82481 237.06541],[251.6097  171.42413 214.97646]
1838:[138.5606  118.91971 414.996  ],[191.52313   30.933151 329.67444 ],[200.78244     6.1413097 295.13013  ],[206.51566    -7.4806356 275.57953  ],[211.44403  -18.412224 260.1918  ],[157.60867  17.3947  299.3011 ],[164.9829    25.773273 257.24042 ],[163.84325   46.997044 269.4431  ],[160.8619    49.448486 288.5657  ],[124.90655   23.328579 293.00116 ],[131.51913   37.747772 252.47906 ],[126.45302  57.33323 266.31372],[122.5555   58.8971  285.36456],[ 89.125175  40.268665 282.17395 ],[ 99.73362   54.461853 254.32439 ],[107.99768  65.81393 264.76892],[109.77853  68.34546 276.87973],[196.32782 103.07749 407.4227 ],[226.43483  88.77815 403.97333],[256.55258   74.473656 400.5483  ],[282.8427    63.467484 399.57632 ]
1839:[125.78973 148.07802 390.417  ],[123.7515   41.29589 310.14648],[157.96483   44.097187 283.40176 ],[165.49376  60.88343 299.59406],[157.68681  67.17395 316.3288 ],[101.223946  58.545555 262.16324 ],[108.23243   33.999016 226.92082 ],[114.82875  20.23333 207.74667],[121.44057    9.166461 193.10498 ],[ 86.030304  88.561455 244.81271 ],[106.356224  78.27584  207.7352  ],[126.44206  91.86159 211.29045],[130.84587 103.3599  226.42209],[ 77.92115 128.40053 226.87717],[ 76.76342 119.74358 195.04478],[ 76.088486 114.64347  178.318   ],[ 75.56581 110.66788 166.47852],[149.31728 121.62779 333.21243],[158.87375 101.21279 308.41922],[152.59703  94.82538 276.12012],[145.86388  89.59119 248.90762]
1840:[170.35942 163.98111 332.274  ],[219.51067  98.17915 212.06079],[235.08621  86.42816 173.16354],[245.2169    79.219666 152.04341 ],[254.3262   73.13464 135.90141],[176.1322   84.31557 190.43478],[177.81473 116.77711 161.50217],[173.08662 130.06055 181.54832],[171.23866 122.05471 199.2419 ],[134.59207  87.50861 196.45926],[130.5817  103.32706 156.11855],[127.92799 113.92853 134.18182],[125.52734 123.59407 117.40729],[ 87.98667 106.62045 203.9317 ],[ 75.34737  91.40503 177.5059 ],[ 68.177505  82.787735 164.06761 ],[ 62.778137  76.302444 154.84593 ],[168.10957 191.11473 259.61224],[171.41724 198.96977 227.20609],[146.11603 185.45091 209.87065],[123.136185 172.28923  199.29005 ]
1841:[108.28284 123.1277  373.983  ],[ 99.6686     3.022026 314.54498 ],[ 69.9215     4.498107 282.81784 ],[ 71.147     28.396942 288.10907 ],[ 82.923355  35.32361  302.0342  ],[ 73.554535 -17.448158 354.0265  ],[ 43.707253 -14.814211 322.4689  ],[ 49.567215   8.950644 323.71216 ],[ 63.22214  14.62068 336.4387 ],[ 57.33933    -6.0814743 397.174    ],[ 28.049076   -2.9045987 365.14795  ],[ 32.11937   21.045954 361.9142  ],[ 45.770653  29.10273  373.2853  ],[ 34.561325  18.323349 437.5684  ],[ 16.769018  18.289753 409.7652  ],[ 22.300251  33.18774  402.43665 ],[ 30.93098   38.380604 409.83908 ],[111.35112  96.14226 310.935  ],[115.76555   77.389854 283.51855 ],[120.16114   56.891968 257.36624 ],[128.05864   44.195175 233.08305 ]
1842:[159.85161 144.15317 363.292  ],[179.25201   45.360786 266.56708 ],[184.79898   12.489483 238.59589 ],[188.42746    -6.2227516 223.19006  ],[191.8748   -21.013927 210.94638 ],[140.13919   47.803226 237.16852 ],[138.64188   17.596031 205.88013 ],[140.25145     3.1081915 186.17822  ],[142.47931   -8.192536 170.43335 ],[108.42798   67.882416 233.19385 ],[101.46819  49.60376 194.32057],[ 97.515526  38.67007  172.7455  ],[ 94.77084   30.115406 155.42917 ],[ 78.1734  102.52059 226.66856],[ 68.10481  101.542656 195.24802 ],[ 62.374508 101.12561  178.71799 ],[ 59.09865 101.58779 166.66367],[209.2503   109.135056 345.8764  ],[231.75221  85.89824 337.12906],[254.22162   62.584084 328.46857 ],[274.7509    43.429855 323.47693 ]
1843:[131.14825 150.14053 369.7    ],[135.00632  81.95531 242.69815],[118.23271  60.45494 208.78561],[107.91511   48.328934 190.15338 ],[ 99.04013   38.641304 175.73271 ],[ 90.963135  71.04792  234.08517 ],[ 81.3401   96.27105 199.95497],[ 86.041725 112.34026  217.85269 ],[ 90.7131  109.22128 236.5348 ],[ 58.87931  75.98887 249.50272],[ 47.6167  101.51532 216.1076 ],[ 52.858185 123.15932  226.34076 ],[ 59.60012 124.08968 244.6233 ],[ 23.340576  94.17131  266.0629  ],[  7.9138947  97.0688    237.02489  ],[ -0.8003416  99.124825  221.9887   ],[ -7.3994465 100.836914  211.51147  ],[171.43237 140.61642 319.26022],[191.60645 130.40627 294.53046],[212.70041 119.73078 270.7711 ],[234.32123  112.220116 253.75984 ]
1844:[116.829094 168.50908  368.88    ],[197.61449  110.413605 278.6011  ],[188.06894  120.358345 237.32564 ],[167.79857 133.47084 233.10338],[155.52586 139.69722 246.9303 ],[174.73682  68.21286 273.09543],[185.40392   52.747498 233.84348 ],[192.13953  42.93685 212.41835],[194.41867   37.523537 193.81532 ],[142.55524  49.91887 286.2479 ],[131.41223   50.758266 244.19069 ],[116.881874  70.17695  247.71724 ],[117.54265  75.36857 266.51038],[ 97.7113    40.134872 294.47174 ],[102.167656  13.647673 275.28442 ],[1.0409446e+02 1.5838623e-01 2.6430359e+02],[105.41879   -9.526353 256.51233 ],[108.40738 169.4601  293.84622],[111.04904 167.37277 260.50757],[104.21767 138.99474 244.03189],[ 95.59435  112.112015 248.05804 ]
1845:[138.16399 153.0778  364.34   ],[178.84909   37.115204 315.52267 ],[179.7685   -4.62175 303.24014],[180.28555  -28.183846 296.51605 ],[180.69684 -46.97453 291.28995],[138.66748   11.716568 320.33417 ],[128.11511   12.100559 278.1183  ],[132.35983  36.23201 278.67386],[138.06602   42.729145 296.16092 ],[102.6388    16.427856 333.14758 ],[ 91.32408   13.233151 291.24948 ],[ 88.20795  34.94171 280.30957],[ 91.80654  50.2536  291.84937],[ 59.176857  32.019592 336.06613 ],[ 53.577347  10.14636  311.98727 ],[ 50.499302   -1.6676579 299.44907  ],[ 48.226444  -9.152308 289.6989  ],[127.858154 137.01761  292.66837 ],[127.66484 122.64741 262.39856],[108.387695  96.57174  253.9204  ],[ 92.08533   89.070854 276.08392 ]
1846:[161.41525 155.60349 373.274  ],[157.42346   36.477898 316.5229  ],[159.71559   -2.928421 298.20438 ],[160.95691  -24.995005 287.61295 ],[161.78798 -41.81147 277.75967],[110.866905  28.046608 318.6615  ],[ 93.37448    -6.9648323 299.638    ],[ 83.57457  -24.475702 285.5673  ],[ 75.78042  -37.190853 272.99164 ],[ 78.81857   45.379707 331.0977  ],[ 62.53739   29.387482 294.0457  ],[ 65.33352  46.44632 276.6724 ],[ 74.41291   60.950886 286.04007 ],[ 44.594337  75.94997  334.3495  ],[ 36.638508  59.81835  306.6717  ],[ 35.462494  60.27404  289.21713 ],[ 38.061718  69.12234  280.77893 ],[196.20451 120.91994 331.92914],[213.63274  97.39548 315.63013],[227.54218  71.52935 299.47775],[245.05957   52.765007 287.0563  ]
1847:[161.13979 175.64969 324.092  ],[176.18834   41.338257 310.71426 ],[182.45456     2.0660782 293.04764  ],[186.0826   -19.837744 282.66916 ],[189.01741  -37.312157 274.50812 ],[128.74313   28.190613 302.5247  ],[130.11615  -14.944756 296.94485 ],[131.02313 -38.71605 291.0494 ],[131.86815  -56.834274 283.867   ],[ 91.906784  44.810875 299.29556 ],[ 82.77973     3.0063362 291.37366  ],[ 77.6369   -20.542498 286.94003 ],[ 73.545425 -39.259296 283.26413 ],[ 52.24935   74.347855 283.41953 ],[ 38.39916  45.11688 276.83878],[ 31.052086  29.608303 273.40994 ],[ 25.802147  18.525227 270.9902  ],[203.36679 132.44135 300.7356 ],[223.37553 106.10631 295.3581 ],[230.53354  74.18614 288.05783],[244.95547   50.080048 283.1429  ]
1848:[117.47697 170.70442 377.436  ],[195.94138 127.19787 276.0039 ],[181.71898 135.89868 235.80815],[160.57005 146.36346 229.18515],[145.40024 153.08896 239.44261],[180.2628   82.10547 273.55026],[161.50221  90.01136 235.08968],[141.92624 104.13342 239.33253],[137.71915 109.48954 257.61322],[153.25385   58.569588 291.31876 ],[148.25093  45.82556 250.0121 ],[143.74667  38.97599 226.9156 ],[139.29146   33.356937 208.77316 ],[112.317184  41.492157 306.34528 ],[112.75772   15.628304 285.84036 ],[112.94956     1.7058802 275.23935  ],[112.99367   -8.268182 267.7049  ],[123.54378 163.1683  307.52573],[133.56943 158.0569  275.9637 ],[136.85966 133.58203 253.30135],[140.07388  112.569954 234.29047 ]
1849:[153.87604 147.1277  360.275  ],[215.67055  68.75102 262.0552 ],[249.89001  91.48616 247.70874],[241.65588  111.156876 259.78827 ],[225.9437  112.86585 271.22406],[195.27887  82.43019 215.99086],[213.33089   59.706673 183.56485 ],[226.28769   48.041035 166.34024 ],[238.02934  39.20125 153.51204],[169.32343 106.4134  200.86182],[179.60748   89.631386 162.05096 ],[186.7219   79.36268 140.96562],[194.44435  71.82028 124.71611],[144.1877  145.09937 188.43518],[143.46085 146.26784 155.45503],[143.04716 147.00052 137.9752 ],[142.76404 147.62233 125.49382],[217.53423 158.09966 345.7672 ],[249.57114 155.10811 336.41373],[267.3299  154.68512 307.99057],[265.941  156.5109 279.5654]
